系统ID	表ID	表名	表中文名	表说明	FType	FSefDefSign
10	100037	t_scAcntDict	账户科目对应表	记录E网上结算生成凭证时，登录其它系统的登陆用户信息	1	0
10	100038	t_ScMultiCheckOption	结算中心多级审批信息表	 	1	0
10	100039	t_ScMultiCheckLevel	E网上结算单据多级审批记录表	 	1	0
10	100040	t_scDpstIntRate	存款利率表	 	1	0
10	100042	t_ScMultiCheckRecord	E网上结算多级审批信息	 	1	0
10	100043	t_scIntLdgAll	结算中心利息表	 	1	0
10	100044	t_ScMultiCheckMoney	E网上结算多级审批金额设置表	 	1	0
10	100046	t_Sc_NotifyBillPayClient	客户资料表	 	1	0
11	110000	t_CsAssetShip	资产关系	资产关系	0	0
11	110001	t_CsAutoElimItem	自动抵销分录项目	自动抵销分录项目	0	0
11	110002	t_CsAutoElimTemp	自动抵销分录模板	自动抵销分录模板	1	0
11	110003	t_CsAutoElimTempDetail	自动抵销分录模板明细	自动抵销分录模板明细	1	0
11	110004	t_CsCompanyClass	公司分类	公司分类	0	0
11	110005	t_CsCompanyInClass	公司分类中的公司集合	公司分类中的公司集合	0	0
11	110006	t_CsCurrency	合并报表币别	合并报表币别	0	0
11	110007	t_CsElimination	抵销分录	抵销分录	0	0
11	110008	t_CsEliminationEntry	抵销分录明细	抵销分录明细	0	0
11	110009	t_CsIndustry	行业性质	行业性质	0	0
11	110010	t_CsOwnerShip	所有制关系	所有制关系	0	0
11	110011	t_CsRelation	勾稽关系	勾稽关系	0	0
11	110012	t_CsRptContent	报表内容	报表内容	0	0
11	110013	t_CsRptContentDel	已删除报表内容	已删除报表内容	0	0
11	110014	t_CsRptGroup	报表类别	报表类别	0	0
11	110015	t_CsRptItem	报表项目	报表项目	0	0
11	110016	t_CsRptItemData	报表项目数据	报表项目数据	0	0
11	110017	t_CsRptItemDataIndex	报表项目数据表的索引	报表项目数据表的索引	0	0
11	110018	t_CsRptSample	报表标准格式	报表标准格式	0	0
11	110019	t_CsSelfDefRpt	自定义报表	自定义报表	0	0
11	110020	t_CsSuperDept	上级主管	上级主管	0	0
11	110021	t_CsSysParam	系统参数	系统参数	0	0
11	110022	t_CsTimeBook	报表项目分析	报表项目分析	1	0
11	110023	t_CsRight	自定义报表权限	自定义报表权限	0	0
11	110024	t_CsRptSon	接收日志明细表	接收日志明细表	0	0
11	110025	t_CsRptReceiveLog	接收日志明细表	接收日志明细表	1	0
11	110026	t_CsRptElimItemData	抵销项目数据	抵销项目数据	0	0
11	110027	t_CsRptElimItemDataIndex	报表项目数据表的索引	报表项目数据表的索引	0	0
11	110028	t_CsRptElimItemRelation	抵销项目对应项目	抵销项目对应项目	0	0
11	110029	t_CsElimRelation	抵销勾稽关系	抵销勾稽关系	0	0
11	110030	t_CsFormula	项目关系公式表	项目关系公式表	0	0
11	110031	CR_CheckInterest	投资收益核对表	投资收益类核对记录	0	0
11	110032	CR_CheckInvest	长期股权投资核对记录表	长期股权投资核对记录表	0	0
11	110033	CR_Company	公司	公司	0	0
11	110034	CR_CompanyClass	合并方案	记录合并方案信息	0	0
11	110035	CR_CompanyClassVer	方案版本表	 	0	0
11	110036	CR_CompanyInClass	方案公司清单	记录方案中包含的公司	0	0
11	110037	CR_Currency	币别	币别	0	0
11	110038	CR_Cycle	报表期间清单	记报表所属期间信息	0	0
11	110039	CR_DataType	自定义取数类型表	记录用户自定义取数类型信息	0	0
11	110040	CR_ElimAdj	调整分录主体表	调整分录主体信息	0	0
11	110041	CR_ElimAdjEntry	调整分录明细信息表	调整分录明细信息	0	0
11	110042	CR_ElimCheckage	内部往来核对表	内部往来核对信息	0	0
11	110043	CR_ElimCheckageEntry	内部往来核对明细表	内部往来核对明细记录	0	0
11	110044	CR_ElimCheckageRela	核对抵销分录关系表	核对抵销分录关系	0	0
11	110045	CR_Elimination	抵消分录主表	抵消分录主表	0	0
11	110046	CR_EliminationEntry	分录明细	分录明细	0	0
11	110047	CR_HisCurrency	项目历史汇率表	项目历史汇率	0	0
11	110048	CR_Industry	产业清单	记录公司所属产业信息	0	0
11	110049	CR_Invest	股权关系表	股权关系表	0	0
11	110050	CR_InvestBalance	股权投资余额表	股权投资余额表	0	0
11	110051	CR_InvestItemData	权益类项目数据	权益类项目数据	0	0
11	110052	CR_ItemDiff	项目差异勾稽关系附表	记录项目差异勾稽关系的差异信息	0	0
11	110053	CR_Rate	汇率体系	汇率体系	0	0
11	110054	CR_RateEntry	汇率表	汇率表	0	0
11	110055	CR_Relation	勾稽关系表	勾稽关系（包括项目差异、表间勾稽关系）	0	0
11	110056	CR_RelationAssign	勾稽关系分配表	记录勾稽关系的分配信息	0	0
11	110057	CR_RelationLog	 	 	1	0
11	110058	CR_Right	合并报表系统权限表	记录合并报表系统权限分配信息	0	0
11	110060	CR_RptAdjTemp	调整分录模板主表	调整分录模板主表	0	0
11	110061	CR_RptAdjTempContent	调整分录明细	调整分录明细	0	0
11	110062	CR_RptContent	报表	报表Blob	0	0
11	110064	CR_RptData_C	备份数据明细表	备份数据明细表	0	0
11	110065	CR_RptDataDy	动态表数据明细表	动态表数据明细表	0	0
11	110066	CR_RptDataDy_C	备份动态罗列表明细数据	备份动态罗列表明细数据	0	0
11	110067	CR_RptElimItemData	抵销表项目数据表	抵销表项目数据表	0	0
11	110068	CR_RptElimTemp	抵销分录模板	抵销分录模板	0	0
11	110069	CR_RptElimTempContent	抵销分录明细表	记录抵销分录明细信息	0	0
11	110070	CR_RptFramework	合并方案类型清单	记录用户设定的合并方案类型信息	0	0
11	110071	CR_RptItem	报表项目清单	记录报表项目属性信息	0	0
11	110072	CR_RptMemo	报表项目附注	记录报表内项目附注	0	0
11	110073	CR_RptSample	合并报表模板	记录所有合并报表模板	0	0
11	110074	CR_RptViewInfo	报表披露信息清单	记录报表披露信息内容以及其他信息	0	0
11	110075	CR_RptWait	等待接收报表清单	记录等待接收的报表信息	0	0
11	110076	CR_Schema	合并报表自定义方案	记录合并报表自定义方案详细信息	0	0
11	110077	CR_SchemaItem	合并报表自定义方案项目清单	记录合并报表所有自定义方案中项目属性	0	0
11	110078	CR_SysParam	合并报表系统参数	记录合并报表所有系统参数	0	0
11	110079	CR_TreeView	合并报表目录树清单	记录合并报表主控台目录树内容	0	0
11	110080	CR_TreeViewType	合并报表树录树结点类型清单	合并报表树录树结点类型清单	0	0
20	200000	ICPurchase	购货发票表	购货发票	0	0
20	200001	ICPurchaseEntry	购货发票分录表	购货发票分录	0	0
20	200002	POInStock	收料通知表	收料、退料通知	0	0
20	200003	POInStockEntry	收料通知单分录表	收料、退料通知单分录	0	0
20	200004	POOrder	采购订单表	采购订单	0	0
20	200005	POOrderEntry	采购订单分录表	采购订单分录	0	0
20	200006	PORequest	采购申请表	采购申请	0	0
20	200007	PORequestEntry	采购申请单分录表	采购申请单分录	0	0
20	200008	t_Supply	供应商供货表	供应商供货信息	0	0
20	200009	t_SupplyEntry	供应商供货明细表	供应商供货明细信息	0	0
20	200010	ICBatchNoRule	物料批号管理	物料批号管理	0	0
20	200011	ICItemMapping	物料对应表	物料对应表	0	0
20	200012	vwICBill_25	采购申请单（视图）	采购申请单（视图）	3	0
20	200013	vwICBill_26	采购订单（视图）	采购订单（视图）	3	0
20	200014	vwICBill_27	收料通知单（视图）	收料通知单（视图）	3	0
20	200015	vwICBill_28	退料通知单（视图）	退料通知单（视图）	3	0
20	200016	vwICBill_42	购货发票（视图）	购货发票（视图）	3	0
20	200017	vwICBill_21	费用发票（视图）	费用发票（视图）	3	0
20	200018	ICExpensesEntry	费用发票分录表	费用发票分录	0	0
20	200019	ICExpenses	费用发票表	费用发票表	0	0
20	200020	vwICBill_81	检验单(视图)	检验单(视图)	3	0
21	210000	ICABC	库存ABC分析表	库存ABC分析	0	0
21	210001	ICBal	存货余额表	存货收发存数量、金额	0	0
21	210002	ICInvBackup	盘点备份表	盘点之前进行的备份数据	0	0
21	210003	ICInvBal	库房存货余额表	库房存货收发存数量、金额	0	0
21	210004	ICInventory	存货表	存货库房、数量	0	0
21	210005	ICInvInitial	存货初始数据表	存货初始数据	0	0
21	210006	ICQueue	物料批次表	物料批次信息	0	0
21	210007	ICQueueInitial	初始化物料批次表	初始化物料批次信息	0	0
21	210008	ICStockBill	出入库单据表	出入库单据	0	0
21	210009	ICStockBillEntry	出入库单据分录表	出入库单据分录	0	0
21	210010	POInvBal	代管余额表	代管物资收发存余额	0	0
21	210011	POInventory	代管库存表	代管物资库存量	0	0
21	210012	POStockBill	虚仓调拨单据表	虚仓调拨单据表	0	0
21	210013	POStockBillEntry	虚仓调拨单据分录表	虚仓调拨单据分录表	0	0
21	210014	ZPStockBill	赠品出入库单据表	赠品出入库单据表	0	0
21	210015	ZPStockBillEntry	赠品出入库单据分录表	赠品出入库单据分录表	0	0
21	210016	t_LockStock	锁库表	锁库表	0	0
21	210017	ICBillType	单据类型表	单据类型表	0	0
21	210018	vwICBill_1	外购入库（视图）	外购入库（视图）	3	0
21	210019	vwICBill_2	产品入库（视图）	产品入库（视图）	3	0
21	210020	vwICBill_5	委外加工入库（视图）	委外加工入库（视图）	3	0
21	210021	vwICBill_7	其他入库（视图）	其他入库（视图）	3	0
21	210022	vwICBill_8	销售出库（视图）	销售出库（视图）	3	0
21	210023	vwICBill_15	委外加工发出（视图）	委外加工发出（视图）	3	0
21	210024	vwICBill_11	生产领料（视图）	生产领料（视图）	3	0
21	210025	vwICBill_16	其他出库（视图）	其他出库（视图）	3	0
21	210026	vwICBill_17	盘盈入库（视图）	盘盈入库（视图）	3	0
21	210027	vwICBill_19	盘亏毁损（视图）	盘亏毁损（视图）	3	0
21	210028	vwICBill_18	仓库调拨（视图）	仓库调拨（视图）	3	0
21	210029	vwICBill_4	赠品入库（视图）	赠品入库（视图）	3	0
21	210030	vwICBill_14	赠品出库（视图）	赠品出库（视图）	3	0
21	210031	vwICBill_22	虚仓调拨（视图）	虚仓调拨（视图）	3	0
21	210033	ICSTJGBill	受托加工单据表	受托加工单据表	0	0
21	210034	ICSTJGBillEntry	受托加工单据分录表	受托加工单据分录表	0	0
21	210037	ICWorkFlow	工业工作流定义表	工业工作流定义表	0	0
21	210044	vwICBill_103	受托加工材料入库单(视图)	受托加工材料入库单(视图)	3	0
21	210045	vwICBill_137	受托加工领料单(视图)	受托加工领料单(视图)	3	0
22	220000	ICReportChart	图表反映报表方案表	图表反映报表方案表	1	0
22	220001	ICReportFormat	报表格式保存	 	1	0
22	220002	ICReportKeywords	直接SQL关键字	 	1	0
22	220003	ICVoucherTAcct	凭证科目来源	凭证科目来源	1	0
22	220004	ICVoucherTAudit	凭证模板核算项目	凭证模板核算项目	1	0
22	220006	ICVoucherTField	凭证金额来源	凭证金额来源	1	0
22	220007	ICVoucherTpl	凭证模板	凭证模板	1	0
22	220008	ICVoucherTplEntry	凭证模板明细	凭证模板明细	1	0
22	220009	ICVoucherTplType	凭证事务类型表	工业生成凭证的事务类型	1	0
22	220010	ICAbnormalBalance	异常余额表	异常余额表	0	0
22	220011	ICVoucherTNote	凭证备注来源	凭证备注来源	1	0
22	220012	ICPriceDownClass	存货跌价类别维护表	存货跌价类别维护表	0	0
22	220013	ICPriceDownPrepare	存货跌价物料维护表	对物料存货的金额进行跌价的详细维护	0	0
23	230000	ICHookRelations	发票单据关系表	发票单据勾稽关系	0	0
23	230001	ICSaleEntry	销售发票明细表	销售发票明细	0	0
23	230002	PORFQ	销售报价表	销售报价	0	0
23	230003	PORFQEntry	销售报价单分录表	销售报价单分录	0	0
23	230004	SEOrder	销售订单表	销售订单	0	0
23	230005	SEOrderEntry	销售订单分录表	销售订单分录	0	0
23	230006	SEOutStock	发货通知表	销售发货通知单	0	0
23	230007	SEOutStockEntry	发货通知单分录表	销售发货通知单分录	0	0
23	230009	t_Price	价格管理表	物料价格管理	0	0
23	230016	t_MultiCheckOption	多级审核选项表	多级审核选项表	0	0
23	230017	t_MultiLevelCheck	多级审核用户设置表	多级审核用户设置表	0	0
23	230018	ICSale	销售发票表	销售发票表	0	0
23	230019	vwICBill_35	销售报价单（视图）	销售报价单（视图）	3	0
23	230020	vwICBill_32	销售订单（视图）	销售订单（视图）	3	0
23	230021	vwICBill_33	退货通知（视图）	退货通知（视图）	3	0
23	230022	vwICBill_34	发货通知（视图）	发货通知（视图）	3	0
23	230023	vwICBill_43	销售发票（视图）	销售发票（视图）	3	0
23	230024	t_MultiCheckMoney	多级审核金额控制表	多级审核金额控制表	0	0
23	230025	ICCreditDiscount	信用管理折扣表	信用管理折扣表	0	0
23	230026	ICCreditInstant	信用汇总即时数据主表	信用汇总即时数据主表	0	0
23	230027	ICCreditInstantEntry	信用汇总即时数据物料明细表	信用汇总即时数据物料明细表	0	0
23	230028	ICCreditManager	信用管理授信人员表	信用管理授信人员表	0	0
23	230029	ICCreditObject	信用管理对象主表	信用管理对象主表	0	0
23	230030	ICCreditObjectEntry	信用管理对象物料明细表	信用管理对象物料明细表	0	0
23	230031	ICCreditOption	信用管理选项表	信用管理选项表(按单据组设置)	0	0
23	230032	ICDisPassCtrl	折扣范围密码表	保存折扣范围的密码	0	0
23	230033	ICDisPly	折扣政策表头	折扣政策表头	0	0
23	230034	ICDisPlyEntry	折扣分录表	折扣分录表	0	0
23	230035	ICPrcPly	价格政策表头	价格政策表头	0	0
23	230036	ICPrcPlyEntry	价格政策分录表	价格政策分录表	0	0
23	230037	ICPrcPlyEntrySpec	最低价格可销控制表	最低价格可销控制表	0	0
23	230038	vwICBill_100	销售费用发票（视图）	销售费用发票（视图）	3	0
25	250000	ICBOM	BOM表	 	0	0
25	250001	ICBOMCHILD	BOM分录表	 	0	0
25	250002	ICBOMGROUP	BOM组别表	 	0	0
25	250003	ICCUSTBOMCHILD	客户BOM分录表	 	0	0
25	250004	vICBOM	标准BOM视图	标准BOM视图	3	0
25	250005	vICCustBOM	客户BOM视图	客户BOM视图	3	0
25	250006	IcECN	工程变更单	工程变更单	0	0
25	250007	IcECNEntry	工程变更单分录	工程变更单分录	0	0
25	250008	t_WorkType	生产类型表	生产类型表	0	0
25	250009	t_WorkTypeGroup	生产类型组表	生产类型组表	0	0
25	250010	t_Resource	资源表	资源表	0	0
25	250011	t_ResourceGroup	资源组表	资源组表	0	0
25	250012	t_RoutingGroup	工艺路线组表	工艺路线组表	0	0
25	250013	t_RoutingOper	工艺路线表体	工艺路线表体	0	0
25	250014	t_Routing	工艺路线表	工艺路线表	0	0
25	250015	t_SubsItem	替代物料表	替代物料表	0	0
25	250016	t_SubsOper	替代工序表	替代工序表	0	0
25	250017	t_WorkCenter	工作中心	 	0	0
25	250019	t_JobType	工种定义表	工种定义表	0	0
25	250020	t_EIItemLine	生产线和物料对应关系	生产线和物料对应关系	0	0
25	250021	vw_Ecn	工程变更单视图	工程变更单视图	3	0
25	250022	t_ICTeamTime	班制	班制	0	0
25	250023	t_ICTeamTimeEntry	班制明细	班制明细	0	0
25	250024	t_BOMRule	BOM配置规则	BOM配置规则	0	0
25	250025	t_BOMRuleEntry	BOM配置规则明细	BOM配置规则明细	0	0
25	250026	ICECNREQ	工程变更申请单	工程变更申请单	0	0
25	250027	vBomRule	BOM配置规则视图	BOM配置规则视图	3	0
25	250028	vTeamTime	班制视图	班制视图	3	0
25	250029	vw_ICRouting	工艺路线视图	工艺路线视图	3	0
25	250030	vECNReq	工程变更申请单视图	工程变更申请单视图	3	0
26	260000	t_AuxItem	辅助属性基本信息表	辅助属性基本信息表	0	0
26	260001	ICItemAuxProp	物料辅助属性挂接表	记录物料已经登记的可以在业务中使用的辅助属性	0	0
26	260002	ICSerial	序列号主表	记录所有序列号当前状态和序列号预订义字段和索引列的值	0	0
26	260003	ICSerialBak	序列号主表备份表	序列号主表备份表，各字段含义与主表相同，存放作废单据上的序列号信息	0	0
26	260004	ICSerialClass	序列号规则表	序列号规则表，存储序列号规则信息	0	0
26	260005	ICSerialDesc	序列号规则描述表	序列号规则描述表，记录序列号规则各字段定义信息	0	0
26	260006	ICSerialFlow	序列号流转记录表	序列号流转记录表	0	0
26	260007	ICSerialGenerate	序列号自动生成方案表	序列号自动生成方案表	0	0
26	260008	ICSerialGroup	序列号规则组表	序列号规则组表	0	0
26	260009	ICSerialID	序列号最大ID表	序列号最大ID表	0	0
27	270000	cbAssExpenseInfo	备注	辅助生产耗用	0	0
27	270001	cbAssistDistrbuteInfo	辅助生产费用分配表	辅助生产费用分配	0	0
27	270002	cbBalance	成本余额表	期初余额	0	0
27	270003	cbCalinfoDetail	成本计算单直接材料分配明细表	保存成本计算直接材料在产成品和在产品之间分配结果	0	0
27	270004	cbCompleteQty	完工产量	完工产量	0	0
27	270005	cbCostItem	成本项目表	成本项目表	0	0
27	270006	cbCostObjCheck	在产品月末盘点表	在产品月末盘点表	0	0
27	270007	CBCostTypeInfo	成本类型数据表	成本类型数据	0	0
27	270008	cbExpense	要素费用表	要素费用表	0	0
27	270009	cbMakeDistributeInfo	制造费用分配表	制造费用分配表	0	0
27	270010	cbManHourInfo	实际总工时表	实际总工时表	0	0
27	270011	cbOnlStd	在产品分配标准表	在产品分配标准表	0	0
27	270012	cbRationStandardInfo	分配标准数值表	分配标准数值表	0	0
27	270013	cbService	劳务表	劳务表	0	0
27	270014	cbStandardUnit	分配标准单元表	分配标准单元表	0	0
27	270015	cbCalInfo	成本计算单	成本计算单	0	0
27	270016	cbCalRevertInfo	成本还原表	成本还原表	0	0
27	270017	CBCostExpenseInfo	其它费用耗用表	其它费用耗用	0	0
27	270018	cbCostObj	成本对象	成本对象	0	0
27	270019	cbCostVoucher	凭证关系表	凭证关系	0	0
27	270020	cbExpenseDistributeInfo	其它费用分配表	其它费用分配	0	0
27	270021	cbMaterielInfo	材料费用分配表	材料费用分配	0	0
27	270022	cbProductCalInfo	完工产品成本计算单	保存完工入库产品分成本项目成本	0	0
27	270023	cbStandardSet	分配标准设置表	分配标准设置	0	0
27	270024	CB_BmCostType	成本类型表	成本类型	0	0
27	270025	cbWAssistDistrbuteInfo	废品损失辅助生产费用分配表	废品损失辅助生产费用分配	0	0
27	270026	CBWasterAmends	废品索赔表	废品索赔	0	0
27	270027	cbWasterCostObjInfo	废品产量表	废品产量	0	0
27	270028	cbWasterStdSet	废品分配标准设置表	废品分配标准设置	0	0
27	270029	cbWBMaterielInfo	残值退料表	残值退料	0	0
27	270030	cbWCalInfo	废品可修复成本计算单	废品可修复成本计算	0	0
27	270031	cbWCalinfoDetail	废品可修复材料成本计算单	废品可修复材料成本计算	0	0
27	270032	cbWExpenseDistributeInfo	废品损失其它费用分配表	废品损失其它费用分配	0	0
27	270033	cbWMakeDistributeInfo	废品损失制造费用分配表	废品损失制造费用分配	0	0
27	270034	cbWMaterielInfo	废品损失材料费用分配表	废品损失材料费用分配	0	0
27	270035	cbWNCalInfo	废品不可修复成本计算单	废品不可修复成本计算	0	0
27	270036	CBCPVFixedCost	本量利固定成本录入表	本量利固定成本录入	0	0
27	270037	CBCPVPerVarCost	本量利单位变动成本录入表	本量利单位变动成本录入	0	0
27	270038	CBCPVSalePrice	本量利销售单价录入表	本量利销售单价录入	0	0
27	270039	CBCPVSaleQty	本量利销售数量录入表	本量利销售数量录入	0	0
27	270040	CBCPVScheme	本量利方案表	本量利方案	0	0
27	270041	CBCPVSchemeData	本量利方案数据表	本量利方案数据	0	0
27	270042	CBCPVTargetProfit	本量利目标利润录入表	本量利目标利润录入	0	0
27	270043	CB_BmStandard	分配标准表	分配标准	0	0
27	270044	CBDeptStdSet	部门间和分类法分配标准设置表	部门间和分类法分配标准设置	0	0
27	270045	cbSortStandardInfo	分类法标准数据录入表	分类法标准数据录入	0	0
27	270046	cbDeputyInfo	副产品标准成本录入表	副产品标准成本录入	0	0
27	270047	cbProductQty	产品本期完工产量表	产品本期完工产量	0	0
27	270048	CBOrderCostHisData	订单成本历史成本数据预测表	订单成本历史成本数据预测	0	0
27	270049	CBOrderCostScheme	订单成本方案表	订单成本方案	0	0
27	270050	CBOrderCostStdData	订单成本标准成本数据预测表	订单成本标准成本数据预测	0	0
27	270051	CBDeptExpenseInfo	部门间共耗费用表	部门间共耗费用	0	0
27	270052	cb_CostObj_Product	成本对象对应产品表	成本对象对应产品	0	0
27	270053	CB_MakePricePlan	定价方案维护表	定价方案维护	0	0
27	270054	CB_MakePlanInfo	自定义定价单元数据表	自定义定价单元数据	0	0
27	270055	cbCostObjGroup	成本对象组	成本对象组	0	0
27	270056	CB_CostObjGroup_Detail	成本对象组对应关系表	成本对象组对应关系表	0	0
27	270057	CB_ResponseGroupInfo	责任成本组别表	责任成本组别表	0	0
27	270058	cbResponseControl	责任成本项目表	责任成本项目表	0	0
27	270059	cbResponseDept	责任成本部门表	责任成本部门表	0	0
44	440001	t_qy_SystemProfile	EIS系统参数表	设置EIS系统参数	0	0
44	440002	t_qy_RptGroup	EIS报表信息表	可供EIS调用的所有子系统报表的列表信息	0	0
44	440003	t_qy_UserRptClass	EIS用户报表夹表	用户个性化设置的报表夹	0	0
44	440005	t_qy_UserScheme	EIS用户方案表	用户在过滤条件窗口中设置的查询方案	0	0
44	440006	t_qy_SpeedChannel	EIS快捷方式表	用户个性化设置的快捷方式信息	0	0
44	440007	t_qy_Postil	EIS批注信息表	报表所加批注的相关信息	0	0
46	460000	t_GR_Contrast	对账情况表	记录引入的对账资料与凭证核对情况	0	0
46	460001	t_GR_CurrentAccount	往来对账表	记录往来对账信息	0	0
46	460002	t_GR_CurrentAccountlog	往来对账日志表	记录往来对账信息引入、引出的信息	0	0
46	460003	t_GR_Budget	集团预算表	记录集团预算情况	0	0
46	460004	t_GR_FrameWork	集团组织机构表	记录集团组织机构情况	0	0
46	460005	t_GR_FrameWorkItem	集团组织机构匹配表	记录集团组织机构内部往来情况	0	0
46	460006	t_GR_InvestInfo	集团投资权益表	记录集团的投资权益情况	0	0
46	460007	t_GR_ItemContent	集团核算内容表	记录集团核算内容情况	0	0
46	460008	t_GR_Merge	集团合并账务表	记录集团合并账务情况	0	0
46	460009	t_GR_MergeExecPlan	集团合并账务计划表	记录集团合并账务的执行计划	0	0
46	460010	t_GR_MergeHistory	集团合并账务历史表	记录集团合并账务历史查询	0	0
46	460011	t_GR_MergeTask	集团合并账务任务表	记录集团合并账务任务情况	0	0
46	460012	t_GR_OffsetModel	集团抵销模板表	记录集团抵销模板	0	0
46	460013	t_GR_OldFrameWork	合并报表组织机构历史表	记录合并报表组织机构历史情况	0	0
46	460014	t_GR_OldFrameWorkItem	合并报表组织机构匹配历史表	记录合并报表组织机构匹配历史情况	0	0
46	460015	t_GR_StandAcct	集团科目行业科目匹配表	记录集团科目与行业科目的匹配情况	0	0
46	460016	t_GR_Trade	集团行业表	记录集团行业表情况	0	0
46	460017	t_GR_DistributionLog	集团模板引出日志表	 	0	0
46	460018	t_Gr_ReportProfile	集团报表方案表	集团报表方案表	0	0
46	460019	t_GR_ModelGroup	集团抵消摸板类别表	记录抵消摸板类别	0	0
46	460020	t_gr_BalanceSource	余额来源表	余额来源表	1	0
47	470000	ICMO	生产任务单	生产任务单	0	0
47	470001	PPBom	生产投料单	生产投料单	0	0
47	470002	PPBomEntry	生产投料单分录	生产投料单分录	0	0
47	470003	shBackFlushPara	倒冲参数表	 	1	0
47	470004	PPBomChange	生产投料变更单	生产投料变更单	0	0
47	470005	PPBomChangeEntry	生产投料变更单分录	生产投料变更单分录	0	0
47	470006	ICMOChange	生产任务变更单	生产任务变更单	0	0
47	470007	ICMOChangeEntry	生产任务变更单分录	生产任务变更单分录	0	0
47	470008	ICMOConvertBill	生产任务改制单	生产任务改制单	0	0
47	470009	ICMOConvertBillEntry	生产任务改制单分录	生产任务改制单分录	0	0
47	470010	ICItemScrap	生产物料报废单	生产物料报废单	0	0
47	470011	ICItemScrapEntry	生产物料报废单分录	生产物料报废单分录	0	0
47	470012	ICMORpt	任务单汇报	任务单汇报	0	0
47	470013	ICMORptEntry	任务单汇报分录	任务单汇报分录	0	0
47	470035	View_PPBomChange	生产投料变更单视图	生产投料变更单视图	3	0
47	470036	View_ICMOChange	生产任务变更单视图	生产任务变更单视图	3	0
47	470037	View_ICMOConvertBill	生产任务改制单视图	生产任务改制单视图	3	0
48	480000	t_MgBudget	预算表	预算表	0	0
48	480001	t_MgBudgetSet	预算方案表	预算方案表	0	0
48	480002	t_MgAcctGroup	预算类别表	预算类别表	0	0
48	480003	t_MgBudgetModify	预算修正表	预算修正表	0	0
48	480004	t_MgBudgetDetail	预算拆分表	预算拆分表	0	0
48	480005	t_MgItem	核算项目关系表	核算项目关系表	0	0
48	480006	t_MgAcct	预算科目表	预算科目表	0	0
48	480007	t_MgCurrency	币别对照表	币别对照表	0	0
48	480008	t_MgAprove	审批流程表	审批流程表	0	0
48	480009	t_MgAproLog	审批日志表	审批日志表	0	0
48	480010	t_MgAproAdjust	预算审批调整表	预算审批调整表	0	0
48	480011	t_MgRealData	业务数据表	业务数据表	0	0
48	480012	t_MgCenter	责任中心结构表	责任中心结构表	0	0
48	480013	t_MgRecive	接收状态表	接收状态表	0	0
48	480014	t_MgBill	审控单	审控单	0	0
48	480015	t_MgCenterItem	责任中心对应核算项目	责任中心对应核算项目	0	0
48	480016	t_MgBudModifydetail	预算修正拆分表	预算修正拆分表	0	0
48	480017	t_MgReportProfile	报表查询方案记录表	报表查询方案记录表	0	0
48	480018	t_MgGrBudget	集团预算表	集团预算表	0	0
48	480019	t_MgGrBudgetDetail	集团预算拆分表	集团预算拆分表	0	0
48	480020	t_MgAlertSet	科目预警表	科目预警表	0	0
48	480021	t_MgCashFlow	现金流量表	现金流量表	0	0
48	480022	t_MgGrBudGetData	集团预算数据表	集团预算数据表	0	0
48	480023	t_MgAcctRelation	预算科目会计科目对应表	预算科目会计科目对应表	0	0
48	480024	t_MgBudVchHook	预算核销记录表	预算核销记录表	0	0
48	480025	t_MgForeCastPara	预算预测参数表	预算预测参数表	0	0
48	480026	t_MgMultiCheckLevel	多级审批定义表	多级审批定义表	0	0
48	480027	t_MgMultiCheckMoney	多级审批限额表	多级审批限额表	0	0
48	480028	t_MgMultiCheckOption	多级审批参数表	多级审批参数表	0	0
48	480029	t_MgMultiCheckRecord	多级审批记录表	多级审批记录表	0	0
48	480030	t_MgAlertUser	预警用户表	预警用户表	0	0
48	480031	t_MgFormulaEx	新版公式表	新版公式表	0	0
48	480032	t_MgBillType	单据类型表	单据类型表	0	0
48	480033	t_MgRelation	预算勾稽关系表	预算勾稽关系表	0	0
48	480034	t_MgRptAffix	自定义预算编制报表附件表	自定义预算编制报表附件表	0	0
48	480035	t_MgRptCalcScheme	预算报表重算方案	预算报表重算方案	0	0
48	480036	t_MgRptContent	自定义预算编制报表	自定义预算编制报表	0	0
48	480037	t_MgRptSample	自定义预算编制模板	自定义预算编制模板	0	0
48	480038	t_MgSuperAprove	例外审批表	例外审批表	0	0
48	480039	T_Mg_Receve	预算接收历史表	 	0	0
48	480040	T_Mg_ReceveTask	预算接收任务表	 	0	0
54	540000	t_pm_ApportionEntry	分摊明细表	分摊明细表	0	0
54	540001	t_pm_AssetsCol	预列资产列表	预列资产列表	0	0
54	540002	t_pm_AssetsType	资产类别表	资产类别表	0	0
54	540003	t_pm_BillType	单据类别表	单据类别表	0	0
54	540004	t_pm_budget	概算表	概算表	0	0
54	540005	t_pm_BudgetVersion	概算版本表	概算版本表	0	0
54	540006	t_pm_Category	类别名称表	类别名称表	0	0
54	540007	t_pm_FixAssets	固定资产表	固定资产表	0	0
54	540008	t_pm_IncExp	收支表	收支表	0	0
54	540009	t_pm_IncExpEntry	收支明细表	收支明细表	0	0
54	540010	t_pm_organize	组织表	组织表	0	0
54	540011	t_pm_project	项目表	项目表	0	0
54	540012	t_pm_ProjectDoc	项目文档表	项目文档表	0	0
54	540013	t_pm_resource	资源表	资源表	0	0
